Versão recursiva convencional,Versão recursiva na cauda
"𝑝𝑜𝑡:ℕ×ℕ→ℕ
𝑝𝑜𝑡(〈𝑏,𝑝〉)=1,𝑠𝑒 𝑝=0
𝑝𝑜𝑡(〈𝑏,𝑝〉)=𝑏×𝑝𝑜𝑡(〈𝑏,𝑝−1〉),𝑠𝑒 𝑝>0","𝑝𝑜𝑡:ℕ×ℕ→ℕ
𝑝𝑜𝑡(〈𝑏,𝑝〉)=𝑝𝑜𝑡𝐴𝑢𝑥(〈𝑏,𝑝,1〉)
onde
𝑝𝑜𝑡𝐴𝑢𝑥:ℕ×ℕ×ℕ→ℕ
𝑝𝑜𝑡𝐴𝑢𝑥(〈𝑏,𝑝,𝑎〉)=𝑎,𝑠𝑒 𝑝=0
𝑝𝑜𝑡𝐴𝑢𝑥(〈𝑏,𝑝,𝑎〉)=𝑝𝑜𝑡𝐴𝑢𝑥(〈𝑏,𝑝−1,𝑎∗𝑏〉),𝑠𝑒 𝑝>0"
